GEOID
17121
17005
17083
17163
17027
17013
17119
17133
17117
17171
17137
17107
17129
17167
17021
17127
17057
17175
17203
17179
17123
17143
17001
17177
17141
17201
17007
17025
17185
17009
17151
17033
17135
17055
17023
17059
17075
17041
17189
17159
17065
17193
17169
17181
17085
17125
17191
17069
17061
17157
17149
17145
17087
17173
17051
17139
17017
17015
17047
17079
17187
17153
17165
17101
17045
17071
17199
17077
17147
17053
17019
17029
17035
17183
17115
17049
17067
17095
17109
17081
17113
17039
17105
17003
17093
17031
17037
17089
17063
17111
17197
17043
17097
17091
17011
17155
17099
17131
17161
17073
17103
17195
18039
18099
18141
18041
18177
18123
18117
18171
18137
18047
18051
18049
18055
18139
18135
18087
18131
18149
18045
18159
18155
18121
18009
18147
18075
18181
18101
18173
18129
18163
18037
18125
18017
18053
18165
18167
18153
18021
18083
18169
18085
18027
18093
18119
18105
18073
18111
18089
18127
18091
18115
18161
18029
18005
18107
18031
18057
18081
18059
18013
18109
18095
18133
18063
18011
18145
18035
18065
18079
18071
18067
18103
18023
18007
18157
18015
18143
18043
18061
18019
18175
18077
18151
18033
18001
18003
18179
18183
18069
18113
19149
19193
19027
19061
19101
19187
19111
19127
19195
19033
19051
19179
19041
19059
19021
19013
19075
19017
19085
19129
19155
19123
19125
19053
19031
19151
19109
19089
19147
19159
19025
19039
19065
19001
19037
19081
19157
19165
19185
19097
19043
19007
19177
19197
19137
19175
19107
19131
19191
19161
19055
19067
19009
19079
19069
19141
19167
19005
19189
19093
19029
19083
19173
19145
19035
19071
19095
19023
19063
19047
19019
19143
19073
19087
19119
19003
19133
19091
19115
19171
19135
19117
19057
19011
19113
19105
19103
19183
19045
19163
19139
19169
19015
19121
19181
19049
19153
19077
19099
26017
26111
26145
26021
26027
26123
26151
26129
26157
26127
26063
26011
26051
26023
26059
26075
26105
26057
26073
26025
26159
26077
26149
26037
26065
26045
26155
26091
26161
26163
26087
26147
26093
26099
26125
26049
26115
26107
26139
26015
26081
26117
26005
26067
26121
29071
29183
29219
29099
29113
29173
29127
29111
29017
29031
29201
29097
29037
29165
29177
29107
29025
29095
29049
29013
29047
29021
29003
29063
29101
29019
29007
29175
29083
29011
29103
29117
29109
29005
29081
29079
29163
29089
29139
29041
29223
29039
29073
29087
29227
29181
29207
29075
29171
29033
29217
29015
29185
29129
29137
29155
29143
29053
29211
29115
29141
29133
29121
29061
29205
29157
29057
29199
29045
29051
29151
29135
29027
29069
29001
29197
29195
29147
29159
39123
39051
39095
39173
39167
39087
39145
39029
39155
39099
39107
39003
39161
39011
39005
39033
39139
39115
39125
39069
39131
39001
39135
39071
39171
39175
39075
39065
39137
39105
39009
39031
39039
39143
39079
39053
39169
39017
39015
39165
39061
39025
39027
39133
39153
39007
39151
39019
39103
39093
39055
39157
39077
39043
39091
39141
39129
39073
39041
39117
39127
39159
39045
39089
39097
39049
39101
39083
39047
39119
39109
39057
39113
39037
39149
39023
39021
39063
39147
